QouteText,is_legal
"This offers a new perspective on how we might be able to deal with psychosis, fear, anxiety, depression, or bipolar disorder independent of drugs.",0
". In the February 2018 issue of NeuroImage, professors Muzik and Diwadkar wrote, “We found compelling evidence of the key components of the autonomous processes of the brain related to mood regulation.”",0
"It is important to recognize the gravity of this discovery. It’s reminiscent of the fable about the wise men coming together and asking, “What do we do about the soul, since people have made such a mess out of it?”",0
"And then one stands up and says, “I’ve got it! Put it in the people themselves since they never look there.”",0
"Those processes are within our will, and with that, our perspective on the human capacity to deal with mood regulation, depression, trauma, and fear must change in accordance.",0
"Without the breath, we are nothing, but by controlling it, we are able to access the neurology of our consciousness, our perception.",0
"The will is a neurological muscle, but if the biochemistry isn’t right, it’s not able to do very much.",0
"Our society today has us living in a narrowed narrative, and therein we get conditioned.",0
It’s mind over matter. What we always thought of as abstract or beyond our reach is attainable. But you don’t actually have to think about it.,0
My brain scans demonstrated that it is possible to enter into the deepest part of the brain.,0
"I felt no cold at all. I felt no stress. Instead
I felt warm. I felt great.",0
The Wayne State study is the first step in validating this method as a natural remedy for people with health conditions.,0
I found those answers in nature. This is an innate power we all possess.,0
"The trees exhale oxygen, and we exhale CO2 . We nourish each other. We are one.",0
"I was highly motivated to make a change, to offer an alternative solution for those afflicted with mental illness. Now, a quarter century later, we are getting to some answers.",0
". It is very simple, and now, through science — with data — we have proven that we possess the innate capacity to control our mind.",0
"It’s all there for you, and we have proven through science that it works. It just needs awakening. A cold shower a day keeps the doctor away.",0
"And with that spiking of alkalinity, the brain’s adrenal axis is activated.",0
"Now, by employing these simple breathing techniques, we are able to suppress the inflammatory markers in the blood.",0
"As you’ll see in the chapters to come, we changed the books.",0
"I am convinced that by changing our biochemistry from acidic to alkaline and cleansing ourselves of biochemical residue, we can eliminate the primary causes of diseases",0
"When you breathe in deeply, your diaphragm moves, and that massages your intestines.",0
"The breathing protocol, which is composed of three to four rounds, takes about twenty minutes to complete.",0
Only it’s not really the belly; it’s the lungs being filled to their utmost capacity. The belly goes up because it needs to make space.,0
Eating beforehand can inhibit this physiological reaction.,0
"Let it in fully, then let it go. It is the sea itself.",0
"It’s about filling the belly and letting it go, like a wave. A wave comes up on the beach, on the shore, and then it recedes.",0
Do this thirty times or until you feel lightheaded with a tingling sensation in your arms and hands and a looseness in your body.,0
"Fully in, letting go, fully in, letting go. Find your rhythm and follow it.",0
"Now we are going to bring the consciousness in. Yes, the breath is a door. It leads to corridors that take us deep within ourselves",0
"After you let the fortieth breath go, stop after the exhalation.",0
"You’re the alchemist now. You’re the one who’s doing it, and you’re in control.",0
"Now we are going to bring the consciousness in. Yes, the breath is a door. It leads to corridors that take us deep within ourselves.",0
"You can keep count on your fingers or in your mind. By now you should definitely be feeling the lightheadedness, tingling, and looseness I described. Intensify those sensations by breathing into them.",0
Holding your breath here will be fairly easy because your newfound alkalinity lessens the body’s need for oxygen.,0
"That’s the way man existed in nature originally — alert, fully present, and just being.",0
"Advancing in the technique, you may encounter lights, visions. It’s up to you how far you want to go with this because the feeling can be rather intense.",0
"When you feel a real urge to breathe again, go ahead. Breathe in once, inhaling fully, and then, when your lungs are full, stop again.",0
"And as the body’s electricity activates the hormones in the pineal gland, images and experiences locked deep within your subconscious mind enter your consciousness.",0
"The experience can trigger lights or familiar faces, shapes and images to enter into your consciousness.",0
"That may sound far-out to you, but it’s true. We are the alchemists, and we are built to be in command of our own soul, light, spirit, and life.",0
"When the breath gets into the brain’s electricity, it affects our neurological activity in a profound way",0
This is only the beginning of your journey to unlock the unlimited power of your mind.,0
"You have to train in this. Be still, and breathe. That is where the depth is gained.",0
"This increased alkalinity also increases the amount of time it takes for your body to build up an acidic state again, which is what triggers the urge to breathe.",0
"So, during round number two, you will notice you can go a little longer without air in the lungs.",0
"That’s the trinity of our spirit, of our soul’s purest expression. The Vedas were written thousands of years ago, but their truth endures.",0
"Don’t worry too much about how long you can hold your breath. If you are dealing with a lot of inflammation, you may need to breathe sooner. In this way, the breath is like a mirror that shows you the state you are in.",0
Every round sends more blood and electricity into the brain.,0
"These factors have many benefits, not only for your physical health but also spiritually.",0
All after just four rounds of breathing. WHM PROTOCOL: BASIC BREATHING E,0
"But that’s not all this breathing method can do. In January 2014, I led a group of twenty-six people trained in the method up Tanzania’s Mount Kilimanjaro with a goal of reaching the summit in three days.",0
"All the physiologists, doctors, and alpine experts I consulted said that what I was trying to do was irresponsible.",0
"And when we came back down the mountain, the critics were silent.",0
"A year later we returned to Kilimanjaro and reached the summit in just thirty-six hours. And the year after that, we did it in just over twenty-eight hours. Unbelievable.",0
"… In comparison with previous studies, this report may suggest that acclimatization, as well as AMS symptom relief, can be safely accelerated.”",0
"Among the many health-beneficial applications of the breathing method is its ability to regulate that which causes disease, namely inflammation.",0
And they come because our biochemical nature is out of balance.,0
"So on top of its manifold benefits, this breathing method may also help you ward off illness.",0
We have to quit with this comfort-zone behaviorism and get back to our innermost needs. How do you do that? By breathing.,0
"Not your mind, the breath. Follow your breath, and it will lead you anywhere in your brain — thus the mind — that you want to go.",0
"The science is clear. It works. People come up to me with questions like, “Should I breathe through the nose?” or “The diaphragm this or that,” and I just say, “Yeah, breathe, motherfuckers! Don’t think, just do it!",0
"All of that stress just takes us further away from nature, but the breath will take you back. It will forge that deeper connection we have lost.",0
So we can become lawyers and businesspeople? So we can make lots of money to buy a big house or a fancy car but that can’t buy us happiness or health?,0
I developed these exercises after going into the cold because the first thing you do when you encounter the cold is gasp.,0
"You bring the air deeper into your lungs, and with that air entering deeper into your tissues, your body’s chemistry begins to change.",0
"That’s why we do the breathing first, before going into the cold.",0
"This is conscious breathing, which is different from the three or four rounds with retention that we do while lying or sitting down in a safe place.",0
"Just clear your mind, be determined, and trust your breath because the breath goes everywhere — inside and out.",0
"The energy of the cold’s impact met the energy generated by my deep breathing, and the effect was transformative. It wasn’t long before I could stay in icy water for hours.",0
I could stay outside in the cold all night long because I learned how to regulate my energy through my breath and my consciousness. You can do it too.,0
"You get ten times more energy back as the blood flow begins to run through your body, and it makes your mind still.",0
Afterward you will see that your skin is all red and beautifully colored because the skin is alive.,0
"The best thing you can do for your skin is to go into cold water — not shockingly, but gradually; I’m sixty-one years old, and I still have skin like a baby’s.",0
"The cold exists beyond our thoughts, and if we go into it gradually — by increasing incrementally, say, the length of our cold shower each day — we find that within ten days, a cascade of things begins to happen.",0
You feel more alive.,0
The breathing also regulates the sympathetic and parasympathetic nervous systems.,0
This is integral for overall health and well-being. This is alchemy. This book is about showing you how to tap into your long-do,0
"For now, just continue on with the cold showers and practicing the breathing techniques, as they work wonders.",0
"It’s time to embrace our inner mammals before it’s too late, before we lose our connection to our inner nature forever.",0
"Through the cold, we are able to activate the blood flow and get it within our willful control. We gain this control from the mind.",0
"It includes the idea of will and the power to imagine, to meditate, to visualize — the power to send your attention to any part of your body, to observe any bodily process.",0
Scientific studies and personal experience give us the confidence we need to do the method. They gave me the confidence to continue on my mission.,0
"Then, suddenly, the body’s autonomic processes take over. We have to go deeper to cut through our conditioning and gain control of those processes.",0
The cold is a teacher. It’s merciless. You don’t picnic when you go into the cold. You don’t think about your mortgage or your kid’s braces or your divorce; you just survive.,0
"Suddenly your consciousness syncs with your biochemistry, and you can naturally address what ails you — anxiety, fear, depression, what have you.",0
"That’s what the cold water does. It teaches you not only how to survive, but to thrive. It’s all within your control.",0
"The body should be in balance, but it isn’t. Because of our current lifestyles, we live with permanent low levels of infection.",0
The experimental group has shown us that it is possible to repress that inflammatory response. I hope that this leads to much more research.”,0
"Devoted practitioners of the method have been able to reverse diabetes, alleviate the debilitating effects of Parkinson’s disease, lose weight, and achieve remarkable athletic feats.",0
Tune out distractions. Turn off your television and leave your phone in another room when you begin the breathing exercises each morning.,0
These twenty to twenty-five minutes a day require your complete attention.,0
This confidence is nothing abstract. I am not talking about believing in something blindly.,0
"You are in charge. Develop confidence and conviction in what you are doing. It is only then that you will be able to connect to your inner power, to your true nature.",0
A 2015 proof-of-principle study added on to the Endotoxin experiment showed that a higher level of optimism related to an even stronger immune response.,0
"Whatever it is, I simply want to bring people back to their inner power.",0
Do the breathing. See how it feels. Go into the cold.,0
"Your mindset, your attitude plays a critical role in determining your success or failure in any endeavor, and these techniques are no exception.",0
And love is like its own life-force; it makes you fly.,0
"Love for life, love between one another, love for anything that happens — good or bad — because we are precious, amazing beings of infinite potential. Believe it.",0
"Life is within me, and I know its purpose, which is to radiate love. If that makes me crazy, so be it.",0
What else would make you happy? To own six cars? A big house? Material things are external and have no bearing on the soul.,0
"The conductor is love, which is the greatest power in the universe because it enables the soul to express itself.",0
"That connection is called love, and with this method, we are able to spread it around and heal this world. It’s time.",0
"So you can decide for yourself whether or not you want to be happy, strong, and healthy.",0
"But for now, it is enough just to feel and see and believe. What do you want?",0
"They understood it to be based loosely on the ancient Tibetan practice of tummo, or inner heat.",0
"To prove they have mastered it, they have to dry out a wet sheet with only their body heat while sitting in meditation in the freezing cold Himalayan air.",0
"Twenty-five years of trial and error, of testing, tweaking, and refining my practice had led me to this point.",0
"People gathered around, including media from all over the world, all surveilling me with their electronic eyes as I climbed inside the plexiglass.",0
"Just a few months earlier, I had run a full marathon on Mount Everest, at an altitude of about fifteen thousand feet, barefoot for eight hours.",0
"I brought the kata to New York with me and, considering the Rubin Museum’s specialized focus and hoping it still possessed some magic, wore it around my head.",0
I knew what I was doing and what was going to happen because I had programmed it.,0
I could increase the amount of metabolic activity going on and also activate all kinds of hormones to generate heat from within.,0
"My experience on Everest proved instructive, as I ran the marathon there confronted not only by snow and freezing temperatures, but also on approximately half the oxygen that is available at sea level.",0
"That’s what I did on Everest, and I employed the same technique that day outside the museum in New York.",0
"And being in alignment with the moment, with what was happening, helped activate my body.",0
"Cold and heat work like emotions too. Emotion in the end is biological, a biological stress within, expressed through hormones.",0
"I didn’t know it at the time, but that’s what I was doing outside the museum.",0
"Now I know why I had such control. Dr. Kamler, who was monitoring me the entire time, had never seen anything like it before, and he’s the authority on surviving in extreme conditions.",0
Wim has proven this wrong. His body temperature dropped to 88 degrees and then came back up to 94 without any external heat source.,0
"Three hundred people were in attendance, and I got up on stage and told my story to an American audience, in English, for the first time.",0
"But as I spoke, I could see skepticism creeping across faces throughout the audience.",0
"I will try!” I put my hand up in the air, and on the screen, the imaging showed blue, which indicated a normal temperature.",0
"Within a minute, I was able to raise the temperature by 12 degrees.",0
"I say fewer because there were then, as there are now and as there have always been, people who simply refuse to believe what they see.",0
"But all I am doing is harnessing the tremendous power of the mind, which, again, is an innate capacity we all have within us.",0
"That was a great evening, and I met some wonderful people. It was a very emotional experience for me because it was clear that I had touched people.",0
"It uplifted my soul. I went to bed that night feeling as if I had really turned a corner, and I had. But my adventure in America was only beginning.",0
Professor Bushell had spent nearly twenty years in the department of anthropology at MIT and also had academic affiliations with Harvard and Columbia Universities.,0
"Professor Bushell is a kind man, extremely knowledgeable, and his support and friendship have helped boost our credibility in the scientific community immeasurably.",0
"How that could be done, however, was unknown. And that is why they brought me out to Manhasset.",0
Then they inserted a needle in one of my arms to withdraw blood and connected my other arm to a heart-and-lung monitor.,0
They told me it would take a week for the results because they’d be analyzing 307 different blood markers to see if I was influencing my vagus nerve.,0
"The physiologists were both amazed that I was able to maintain my core temperature, as neither had ever seen anything like it before despite studying the cold for years.",0
"After that, we returned to New York, and soon after, I received a telephone call from Dr. Kamler.",0
"The experiment showed that I was controlling an autonomous mechanism at will, which meant in turn that I was able to control inflammation, the cause and effect of so many diseases.",0
"A half hour later, I received a telephone call from my wife. My mother had died. She had fallen, gone into a coma, and died.",0
You did so good. I will serve my mission and honor you by spreading my message to as many people as I can.,0
"In the weeks that followed, Dr. Kamler, Dr. Tracey, and I made plans by telephone to conduct a comparative study at a Buddhist retreat in the Catskills of New York.",0
"When I arrived at the theater, there were at least twenty people and even more monitors.",0
They took thirty-six vials of blood over the eighty minutes and sent them to six different laboratories for analysis.,0
"During the entire eighty minutes in which I was exposed to the ice, my core body temperature remained at a constant 98.6 degrees Fahrenheit.",0
"“This individual may have influenced the autonomic nervous system, thereby actively regulating the cardiovascular system and thermoregulation.”",0
I was able to function and to talk to everybody who came up to me and to answer their endless questions.,0
"The doctors had taken a lot of my blood during the experiment, so they decided to conduct some experiments on it in addition to their analysis.",0
"But because my blood had not reacted to the bacteria outside of my body, they were curious to see if my body could suppress the inflammatory markers commonly caused by the injection.",0
"We announced the blood results on television, and I cried because I was so happy.",0
The only problem was that scientific evidence is only valid if it’s done with a comparative group.,0
"We had done it! Finally, we had the proof we had been seeking. We were no longer a test panel of one.",0
"They weren’t special or remarkable really, in any way, but they each gave me 100 percent of their focus.",0
They would have to hand themselves over to it just as they would have to do in the experiment.,0
"When we came to the ridge and looked over to the other side, we saw Czech military personnel all dressed up like ninjas.",0
That made the guys feel like badasses for sure.,0
They were awakened and connected inside to a greater energy than they had previously known.,0
But scientists can be a stubborn lot sometimes. They can move as slow as a turtle.,0
"I was disappointed of course, but I’m not waiting for a Nobel Prize. I don’t need that kind of external validation",0
"Back yourself. Care for yourself. Not by protecting your ego, no, but by remaining present for your being when you feel most afraid, most uncomfortable, or awkward.",0
"Don’t seek to change others; change yourself. Just mind your own mind and let others mind theirs. Show them who you are through your actions, through your conviction.",0
I would have been eaten by the system.,0
No. I’m talking about the real truth of nature — the only truth — expressed through my belief and the love of my mother.,0
"When we go into the mountains, we say, “No ego, we go.” We venture forth wearing nothing but shorts and shoes, bare-chested against the cold.",0
Everyone is listening. Surviving. And what happens is that everyone begins to feel.,0
I’ve experienced this sensation so many times now that the power for me is in the sharing.,0
"Humans are tribal, and as such, communication with others creates solutions guided by feelings, but rooted in common sense.",0
"Because in the end we are there to be pioneers, to create a new ground in the mind of society, new possibilities.",0
"It’s where I discovered my true resilience, how my mind was able to keep myself still and feeling good despite desperate, even dangerous circumstances.",0
"My ambition is always powered by my mission, my purpose.",0
"You don’t need to venture beyond the Polar Circle or to the middle of the desert to experience this sensation, but you do need to venture beyond your comfort zone.",0
"They’re all biochemical in the end, or at least they translate that way.",0
Who doesn’t want that?,0
". I’m a simple man, and I want to change the world. You see it, eh?",0
We can alter the fate and destiny of our lives and return them back to the soul.,0
"It’s driven by love, and that is what I wish to give to my children and all my beloveds, with respect to all living beings in nature and Mother Nature herself.",0
Reflect on this thought and notice how your body feels.,0
"With practice, your sense of your inner experience, or interoception, will sharpen, allowing you to more consciously observe and control your body and mind.",0
"That was a formative time in my life, and I look back on it with great fondness.",0
"I explored more and more, testing and experimenting, staying out in freezing temperatures all night long wearing nothing but shorts like some kind of lunatic.",0
To take stock of who I was and who I wanted to become. So many of us today are afraid or unwilling to let go.,0
"This has caused us to become too narrow-minded in our perception of the world, which is the opposite of freedom.",0
"It inspired me to create, write poetry, and talk excitedly about all kinds of subjects, from philosophy to culture to the nature of existence, and to express my ideas freely and lovingly through art.",0
"Seekers who are free within become finders. It’s quite impossible to find anything meaningful when you are caught up in the stress of daily life, which can be all-consuming.",0
"And in the wintertime, when it was cold and there was snow on the ground, I would sit naked all night long in one of the courtyards, practicing what would, in time, become my method.",0
"There is nothing shameful about being naked, but hey, I didn’t want to be disturbed, so I sat by myself.",0
All I knew is that it felt great and that I wanted to feel that way all the time.,0
"One time I was doing yoga naked in the courtyard, and one of the women there thought it would be funny to put her feet near my genitals.",0
"But I don’t get aroused if I’m not into it, that’s it. I have power over my own sexuality.",0
They’re all a part of our primordial survival instinct. Hardwired.,0
"My mind really set. Twenty-five deep breaths, a dynamic meditation.",0
"After the twenty-fifth breath, I’d submerge my entire body beneath the icy surface of the water, only keeping my hands on the edge of the hole for guidance.",0
You could easily black out and drown. But that is what I was doing then.,0
"After six or seven minutes, I would feel an urge to urinate, which was a signal to come back up toward the surface.",0
"I’d come out, get dressed, and do my exercises right there by the waterside, completely in control and within myself.",0
"And the more I did it, the stronger this power became.",0
"There she was dancing right in front of me, and I was mesmerized. Just absolutely transfixed. And then, to my astonishment, she came over and sat down next to me.",0
"We were talking and laughing, and it all felt so easy, so natural.",0
"I had gone for a quick dip in the pond there in Vondelpark, and she disappeared. I was heartbroken.",0
We joined hands and danced all the way back through the city to the squatter’s home as if on a cloud.,0
"We just slept together with our clothes on and embarked upon a platonic yet very sensitive relationship, very emotional, very much present.",0
"The connection was so strong, it was clear that nothing more was needed.",0
"That’s how I remember it, at least. And it was beautiful.",0
". She was gone for about five months, and I grew lonely without her.",0
"When she returned, so did the energy between us, and this time the energy manifested itself physically. We became lovers.",0
Olaya remained on my mind and in my heart of course.,0
"A force like hers isn’t soon forgotten, and it took about four or five months for that emotion within me to still.",0
"But soon another letter arrived, and this time it said that she was nearly six months pregnant.",0
"I arrived in Pamplona and was received by Olaya’s family. Her father had these intense blue eyes, and he set them upon me in a way nobody ever had before.",0
I was accepted by the family. They knew my intentions were honorable.,0
"They were talking to each other, and I was following the drift of it all as best I could since my Spanish was not so great.",0
And we returned to Amsterdam together.,0
"I had no money of course, and I was still living in the squatter’s home. But we had love and respect for each other, and we found a way through.",0
"Fortunately for us, health care in the Netherlands is universal, so we didn’t have to worry about the cost of a hospital stay.",0
"We arrived at the hospital around 10:00 p.m., and at 5:00 a.m. sharp, our son Enahm was born. It was March 22, 1983, but I remember it like it was yesterday.",0
"There is a law in the Netherlands that requires parents to register the name of a child within three days of their birth, so I had to go down to the municipality to register him. T",0
"And I don’t want to disappoint them, so I usually play along. But back then I had no name, and now he has A Name (Enahm)! That’s it!",0
"And I think this contributed to him being a very healthy, strong baby, laughing all the time, rarely sick. We had a great time with him.",0
We didn’t worry about this or that as many new parents do. We were not inhibited in any way in our love for him.,0
"And when you have a great time with your baby and the baby is growing nicely, growing strong and happy, the idea of a second baby — and a third and a fourth — makes sense.",0
"I loved Michael Jackson’s music back then, and I still do.",0
"Suddenly I was thrust back into the system I had rejected eight years prior, and my reentry into that world, with its rules and conventions, was difficult.",0
"The children were making too much noise, they said. The whole thing was ridiculous, but it made it clear to me that we needed to make a change.",0
"We packed up the children and the few things we had, and we went to Spain, into the mountains.",0
"A school in Estella, about nine miles to the south, needed somebody who could speak both Spanish and English.",0
"The Basque people have cultural and political differences with the Spanish government, and they have been repressed for a long time.",0
"The Spanish want everything to be Spanish and for Spanish culture to be the dominant culture of the region, but the Basque are a proud people with a rich tradition.",0
"The ETA believed they were fighting for their cultural liberty and freedom, but their methods were extreme.",0
"In the middle of all this political conflict, I remember one night sleeping at Olaya’s parents’ house in Pamplona, on the eighth floor, and dreaming.",0
It was a sickening sight that I will never be able to forget.,0
"Not only did I have little money, but Olaya’s mental state began to deteriorate. The darkness, the shadow, had begun to take shape and was gaining momentum.",0
"My job was bringing in some money, albeit not enough. But the shadow grew and grew, and we couldn’t stay any longer because she wasn’t taking care of the children, and I wasn’t able to do it by myself.",0
"But my Olaya was not there. When she would visit from Spain, I never knew which Olaya I would get.",0
"She was depressed, very depressed, and it was only getting worse.",0
